 16.000000	1157904454.645701	1157904454.645701	  0.000000
 16.031250	1159390543.081859	1159370380.041259	20163.040600
 16.062500	1160857993.144852	1160826222.850128	31770.294724
 16.093750	1162306390.848165	1162271684.417663	34706.430502
 16.125000	1163735328.120574	1163706430.808223	28897.312351
 16.156250	1165144402.791251	1165130092.444782	14310.346469
 16.187500	1166533218.573986	1166542263.894278	9045.320293
 16.218750	1167901385.050564	1167942503.799541	41118.748977
 16.250000	1169248517.653414	1169330334.958237	81817.304822
 16.281250	1170574237.647569	1170705244.548753	131006.901184
 16.312500	1171878172.112015	1172066684.502503	188512.390488
 16.343750	1173159953.920505	1173414072.021678	254118.101173
 16.375000	1174419221.721885	1174746790.240991	327568.519106
 16.406250	1175655619.919991	1176064189.031541	408569.111550
 16.437500	1176868798.653185	1177365585.944420	496787.291235
 16.468750	1178058413.773566	1178650267.291311	591853.517745
 16.500000	1179224126.825920	1180463622.785001	1239495.959081
 16.531250	1180365605.026447	1181487931.039078	1122326.012632
 16.562500	1181482521.241314	1182490462.964437	1007941.723123
 16.593750	1182574553.965070	1183471522.701259	896968.736189
 16.625000	1183641387.298978	1184431397.732474	790010.433496
 16.656250	1184682710.929277	1185370356.637435	687645.708158
 16.687500	1185698220.105435	1186288646.938913	590426.833478
 16.718750	1186687615.618413	1187186493.050174	498877.431761
 16.750000	1187650603.778967	1188064094.328595	413490.549628
 16.781250	1188586896.396034	1188921623.241942	334726.845909
 16.812500	1189496210.755209	1189759223.653065	263012.897856
 16.843750	1190378269.597363	1190577009.228398	198739.631034
 16.875000	1191232801.097405	1191375061.975240	142260.877836
 16.906250	1192059538.843219	1192153430.912430	93892.069211
 16.937500	1192858221.814806	1192912130.878551	53909.063746
 16.968750	1193628594.363639	1193651141.481439	22547.117800
 17.000000	1194370406.192254	1194370406.192254	  0.000000
 17.031250	1195083412.334101	1195069831.586996	13580.747105
 17.062500	1195767373.133656	1195749286.737825	18086.395831
 17.093750	1196422054.226831	1196408602.756132	13451.470699
 17.125000	1197047226.521676	1197047572.488786	345.967110
 17.156250	1197642666.179402	1197665950.368562	23284.189160
 17.187500	1198208154.595722	1198263452.419230	55297.823507
 17.218750	1198743478.382542	1198839756.415317	96278.032775
 17.250000	1199248429.349986	1199394502.196108	146072.846123
 17.281250	1199722804.488795	1199927292.132923	204487.644128
 17.312500	1200166405.953085	1200437691.748260	271285.795176
 17.343750	1200579041.043480	1200925230.484931	346189.441452
 17.375000	1200960522.190638	1201389402.622815	428880.432177
 17.406250	1201310666.939160	1201829668.340435	519001.401275
 17.437500	1201629297.931903	1202245454.918092	616156.986189
 17.468750	1201916242.894696	1202636158.078838	719915.184143
 17.500000	1202171334.621460	1203349059.130096	1177724.508636
 17.531250	1202394410.959761	1203456377.842705	1061966.882944
 17.562500	1202585314.796759	1203534773.990777	949459.194019
 17.593750	1202743894.045603	1203584696.431518	840802.385915
 17.625000	1202870001.632244	1203606574.972324	736573.340079
 17.656250	1202963495.482684	1203600818.254470	637322.771786
 17.687500	1203024238.510657	1203567811.736043	543573.225386
 17.718750	1203052098.605758	1203507915.780424	455817.174666
 17.750000	1203046948.622005	1203421463.856252	374515.234247
 17.781250	1203008666.366852	1203308760.854506	300094.487654
 17.812500	1202937134.590647	1203170081.527901	232946.937254
 17.843750	1202832240.976542	1203005669.057483	173428.080941
 17.875000	1202693878.130854	1202815733.750852	121855.619998
 17.906250	1202521943.573878	1202600451.876068	78508.302191
 17.937500	1202316339.731162	1202359964.634858	43624.903696
 17.968750	1202076973.925236	1202094377.278308	17403.353072
 18.000000	1201803758.367800	1201803758.367800	  0.000000
 18.031250	1201496610.152381	1201488139.183476	8470.968905
 18.062500	1201155451.247442	1201147513.282079	7937.965363
 18.093750	1200780208.489969	1200781836.205556	1627.715587
 18.125000	1200370813.579514	1200391025.341325	20211.761811
 18.156250	1199927203.072714	1199974959.934667	47756.861953
 18.187500	1199449318.378279	1199533481.253216	84162.874937
 18.218750	1198937105.752446	1199066392.903051	129287.150605
 18.250000	1198390516.294919	1198573461.295439	182945.000521
 18.281250	1197809505.945271	1198054416.262803	244910.317532
 18.312500	1197194035.479838	1197508951.822028	314916.342190
 18.343750	1196544070.509076	1196936727.082767	392656.573690
 18.375000	1195859581.475419	1196337367.297959	477785.822540
 18.406250	1195140543.651602	1195710465.053327	569921.401725
 18.437500	1194386937.139488	1195055581.592191	668644.452703
 18.468750	1193598746.869367	1194372248.271526	773501.402159
 18.500000	1192775962.599761	1193995542.640482	1219580.040721
 18.531250	1191918578.917715	1193015634.822782	1097055.905068
 18.562500	1191026595.239581	1192004858.470843	978263.231261
 18.593750	1190100015.812316	1190963842.577332	863826.765015
 18.625000	1189138849.715267	1189893194.428539	754344.713271
 18.656250	1188143110.862472	1188793497.442754	650386.580282
 18.687500	1187112818.005464	1187665309.116201	552491.110736
 18.718750	1186047994.736602	1186509159.082923	461164.346321
 18.750000	1184948669.492896	1185325547.294686	376877.801790
 18.781250	1183814875.560378	1184114942.326560	300066.766182
 18.812500	1182646651.078980	1182877779.813487	231128.734507
 18.843750	1181444039.047953	1181614461.022692	170421.974740
 18.875000	1180207087.331812	1180325351.566421	118264.234609
 18.906250	1178935848.666833	1179010780.259008	74931.592175
 18.937500	1177630380.668075	1177671038.121869	40657.453794
 18.968750	1176290745.836975	1176306377.539550	15631.702575
 19.000000	1174917011.569477	1174917011.569477	  0.000000
 19.031250	1173509250.164737	1173503113.407626	6136.757111
 19.062500	1172067538.834388	1172064816.011797	2722.822591
